,Title,IMDB_id,Date of release,Genre,IMDB_rating,IMDB_Votes,Cast & Crew,Plot_keywords,Plot_summary
887,Hisss (2010),tt1244093,22 October 2010,"Comedy, Drama, Horror",2.9,1.7K,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha, Mahmoud Babai, Raj Bhansali, Sunny Charles, Tony Ciccone, Parvez Khan, Govind Menon, Sunita Rajwar, Sunit Razdan, Aimee Swann, Meenakshi Thakur, Javed Rizvi, ","snake, snake woman, f rated, holi, cautionary tale, revenge, transformation, mythology, attempted rape, indian mythology, title directed by female, pregnancy craving, snake bite, pubic hair, female rear nudity, monster, one word title, ",Based on the Far Eastern myth of the snake woman who is able to take on human form.
888,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
889,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
890,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
891,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
892,Dus Kahaniyaan (2007),tt0823451,7 December 2007,Drama,5.7,1.6K,"Arbaaz Khan, Mandira Bedi, Sudhanshu Pandey, Jimmy Sheirgill, Masumeh Makhija, Amrita Singh, Parmeet Sethi, Minissha Lamba, Mahesh Manjrekar, Neha Dhupia, Manoj Bajpayee, Dia Mirza, Aftab Shivdasani, Neha Oberoi, Anupam Kher, Dino Morea, Tarina Patel, Shabana Azmi, Naseeruddin Shah, Nana Patekar, Rohit Roy, Anita Hassanandani Reddy, Sanjay Dutt, Sunil Shetty, Raman Dhillon, Anuradha Patel, Vishwajeet Pradhan, Vineet Sharma, Anup Soni, Apoorva Lakhia, ","hindu, bus, beach, balloon, f rated, sword, rain, muslim, infidelity, episodic, anthology, ","An anthology of ten short films dealing with diverse subjects such as infidelity, companionship, lust and a spectrum of human emotions."
893,Ujda Chaman (2019),tt11046300,1 November 2019,Comedy,6.9,6.5K,"Sunny Singh Nijjar, Maanvi Gagroo, Karishma Sharma, Gagan Arora, Atul Kumar, Grusha Kapoor, Rajendra Chawla, Suparna Marwah, Aishwarya Sakhuja, Sharib Hashmi, Saurabh Shukla, Satish Sharma, Pankhuri Gidwani, Gurpal Singh, Jaspal Kaur, Abhilash Chaudhary, Vidushi Kaul, Vikram, Himanshu Sharma, Keshav, Sukhanshu Chaterjee, Nirupama Verma, Priya Dora, Ankit, Sameer, Aakash, Anmol, Samridhi Chandola, Diksha Rajput, Jyoti, Susheel Sharma, Vandana Chopra, Sanjeev, Rajni, Manoj Bakshi, Abhilasha, Bhaskar Pant, Desh Raj, Shafi, Sankalp Gupta, Dharmendra Singh Gurjar, Guru Randhawa, Anushka Sharma, Aruna Soni, ","balding, bald man, ",Chaman Kohli is 30 -year-old bachelor with Premature Balding and in quest of a beautiful wife. Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remai... Read all
894,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
895,Ardh Satya (1983),tt0085178,18 November 1983,"Crime, Drama",8.2,1.6K,"Om Puri, Smita Patil, Amrish Puri, Shafi Inamdar, Achyut Potdar, Sadashiv Amrapurkar, Naseeruddin Shah, Prabhakar Patankar, Rafique Mukadam, Madhuri Purandare, Shanta Gokhale, Ila Arun, Leela Jariwala, Arun Kakde, Suresh Bhagwat, Surendra Roy, Sharad Smart, Vijay Kashyap, Adil Rana, Uttam Patil, Deepak Halvalkar, Raju Parsekar, Bharat Parekh, Lakshmi, Laxmi Narayan, Laxmi Narsaiya, Paidi Jairaj, Mohammed Saleem, Dilip Satam, Neela Bhattacharjee, Anoop Bindal, Ravi, Mangesh, Bhagat, Namdeo Ghodke, Khwaja Moinuddin, Neetu, Prakash Kundalik, Vishwanath Chavan, Yeshwant Bhoir, Ramesh Bhoir, Deepak Pingle, Suresh Honekari, Vishwas Jagdale, Akash Khurana, ","police, anger, death, title based on poem, choked to death, strangulation, father son relationship, newspaper headline, begging, anguish, disillusionment, police station, crime boss, argument, chase, drunkenness, motorcycle, bus, shootout, cult film, police inspector, based on short story, poem, drinking, police officer, alcoholism, mumbai india, gangster, medal ceremony, poetess, third degree, drunken telephone call, wife beater, parade, labor strike, new year's eve, domestic violence, restaurant, male female relationship, person on fire, dark hero, anti hero, beaten to death, stripper, police brutality, poetry, accidental killing, insult, beating, flashback, party, alcoholic, murder, title spoken by character, ","A newly appointed police rookie deals with corruption, romance, and brutality."
896,Chandni (1989),tt0097045,14 September 1989,"Drama, Musical, Romance",6.8,1.7K,"Sridevi, Rishi Kapoor, Vinod Khanna, Waheeda Rehman, Anupam Kher, Sushma Seth, Achala Sachdev, Beena Banerjee, Manohar Singh, Renu Arya, Mita Vashisht, Asha Sharma, Ananth Narayan Mahadevan, Manju Maini, Shyam Arora, Ram Gopal Bajaj, Suhas Joshi, Lalit Tiwari, Ram Maini, Idries Malik, Bharat Bhushan, Juhi Chawla, ","character name as title, forename as title, one word title, accident, wedding, helicopter, switzerland, rain, drunkenness, love triangle, wooing, courtship, paraplegic, local blockbuster, ",Fate leaves Chandni shattered as her love Rohit disappears from her life. She meets Lalit and they befriend each other until Rohit knocks on her door.
897,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
898,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
899,Ek Rishtaa: The Bond of Love (2001),tt0284083,18 May 2001,"Drama, Family",5.1,1.6K,"Amitabh Bachchan, Rakhee Gulzar, Akshay Kumar, Karisma Kapoor, Mohnish Bahl, Juhi Chawla, Simone Singh, Ashish Vidyarthi, Alok Nath, Anang Desai, Kanika Kohli, Kunika Sadanand, Mayur Verma, Avtar Gill, Tej Sapru, Anil Nagrath, Vishwajeet Pradhan, Shakti Kapoor, Nagma, Sunil Shetty, Sharat Saxena, Suraj Chandna, Malay Chakrabarty, Vrajesh Hirjee, ","gold digger, beating, mortgage, extremely rich, union, father son relationship, ","Vijay Kapoor, a wealthy businessman and his family are deceived by Rajesh, Vijay Kapoor's employee and son in law. A struggle begins by both father-son duos to regain their business and posi... Read all"
900,Paathshaala (2010),tt1194236,16 April 2010,"Drama, Family",4.9,1.7K,"Adil Feroz Khan, Nana Patekar, Shahid Kapoor, Ayesha Takia, Sushant Singh, Saurabh Shukla, Anjan Srivastav, Kurush Deboo, Sanatan Modi, Shraddha Arya, Kainaz Motivala, Dwij Yadav, Swini Khara, Ali Haji, Salman Ahmed, Vicky Ahuja, Bikky Ahujaa, Apoorva, Rajesh Balwani, Manuj Bhaskar, Chandni, Sunil Chaurasia, Faraz, Avika Gor, Irene, Archana Jaani, Rishabh Jain, Sagar Kale, Radhika Kashyap, Priyesh Kaushik, Preeti Koppikar, Lubhan, Manas, Sushmita Mukherjee, Sanjay Nath, Nitin, Deepika Pant, Rahul, Richa, Kuldeep Sareen, Hanif Shaikh, Sunil Shetty, Arhan Singh, Sunny Singh, Tanish, Jehangir Vakil, Vibhuti, ","school, ",A new English school-teacher also teaches music but ends up leading both teachers and students to revolt against the school management.
901,Love Ke Liye Kuch Bhi Karega (2001),tt0287537,29 June 2001,"Comedy, Crime, Romance",6.0,1.6K,"Saif Ali Khan, Fardeen Khan, Aftab Shivdasani, Sonali Bendre, Twinkle Khanna, Johnny Lever, Dalip Tahil, Sharat Saxena, Snehal Dabi, Suresh Bhagwat, Tanikella Bharani, Shubha, Shri Vallabh Vyas, Haidar Ali, Dilip Pavle, Satish Joshi, Mukesh S. Bhatt, Anil Upadhyay, Anupam Shyam, Master Gaurang Chaudhary, Ashwani Kumar, Eliyas Qureshi, Paresh Rawal, ","ransom, landlord, slacker, businessman, rent, reference to aishwarya rai, con artist, talent scout, acting, job interview, boyfriend girlfriend relationship, aspiring actor, roommate, tenant, black comedy, unemployment, police inspector, voice over narration, mumbai india, marriage for money, kidnapping, job seeking, ineptitude, father in law son in law relationship, title spoken by character, male police officer, gold digger, police, suitcase of money, bloopers during credits, knife held to throat, three man army, tied to a tree, bad mood, ruins, murder, broken bottle, stabbed with broken bottle, mansion, reference to ar rehman, stakeout, pimp, screaming, reference to hrithik roshan, reference to fardeen khan, reference to sunil shetty, reference to govinda, con man, reference to raj kapoor, reference to dilip kumar, reference to amitabh bachchan, april fool's day, shower, chloroform, tomato chilli sauce squirted in face, knife, switchblade, foot in door, daydreaming, bar, robbery, petty theft, parking lot, reference to yash chopra, discouragement, reference to jackie shroff, reference to subhash ghai, frustration, reference to akshay kumar, reference to shahrukh khan, protection money, gangster, dog, dancing, disillusionment, insult, art exhibition, painting, montage, narration, wannabe actor, pizza, misunderstanding, humiliation, greed, goon, gateway of india, flattery, face slap, dumb criminal, dream song, criminal gang, bribe, art gallery, ","Desperate for money, three men (Saif Ali Khan, Fardeen Khan) plot to kidnap a woman (Sonali Bendre) and hold her for ransom."
902,Ankur Arora Murder Case (2013),tt2912578,14 June 2013,"Drama, Thriller",6.5,1.9K,"Kay Kay Menon, Visshesh Tiwari, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Kanchan Awasthi, Harsh Chhaya, Khushboo Kamal, Amit Khanna, Sachin Khurana, Paritosh Sand, ","loss of son, medical misconduct, surgeon, doctor, surgery, dying during surgery, death of child, independent film, character name in title, ","A highly reputed doctor makes a small mistake, which costs the life of a kid Ankur Arora. Will he succeed in hiding his mistake or will the mother of the kid get Justice."
903,Aashiqui (1990),tt0149573,23 July 1990,"Musical, Drama, Romance",6.3,1.7K,"Rahul Roy, Anu Agrawal, Avtar Gill, Tom Alter, Reema Lagoo, Homi Wadia, Anang Desai, Mushtaq Khan, Javed Khan, Deepak Tijori, Sunil Rege, Virendra Saxena, Sajjan Choudhary, Deepa Mehta, Glen, Kirpal Singh, Suzi, Subodh Shirke, Arun, Jahangir Khan, Katy Irani, ","illegitimate son, destroying a car, lightning, love, orphanage, singer, model, anger, one word title, local blockbuster, guitar, musician, acoustic guitar, bus, mumbai india, police station, breakup, reunited lovers, airport, orphan, misunderstanding, ","Rahul and Anu fall in love with each other, but before they unite, they have their own problems to deal with."
904,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
905,Hum Aapke Dil Mein Rehte Hain (1999),tt0189592,22 January 1999,"Drama, Romance",5.7,1.6K,"Anil Kapoor, Kajol, Anupam Kher, Shakti Kapoor, Parmeet Sethi, Mink Singh, Satish Kaushik, Rakesh Bedi, Johnny Lever, Smita Jaykar, Sudha Chandran, Gracy Singh, Sadhu Meher, Raju Shrestha, Adi Irani, Dinesh Hingoo, Anu Malik, D. Rama Naidu, Anuradha Paudwal, Kumar Sanu, ","marriage, love, six word title, redemption, father son relationship, ethics, insensitivity, irresponsibility, marital reconciliation, marital separation, wedding night, rich man, spoiled brat, parenthood, baby, childbirth, hospital, secretary, pregnancy, annulment, contract, wedding, ","Not knowing what consequences she would face, a woman signs a 1-year marriage contract with a business tycoon to end her family's poverty."
906,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
907,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
908,Diljale (1996),tt0286593,20 September 1996,"Action, Drama, Romance",5.8,1.6K,"Ajay Devgn, Sonali Bendre, Amrish Puri, Parmeet Sethi, Madhoo, Shakti Kapoor, Gulshan Grover, Akash Khurana, Farida Jalal, Tinnu Anand, Arun Bakshi, Rakesh Bedi, Achyut Potdar, Himani Shivpuri, Raju Shrestha, ","anti hero, evil politician, torture, police brutality, hostage, revenge, redemption, love, terrorist, fugitive, surrender, self sacrifice, murder of father, army officer, patriotism, love triangle, death of father, beating, party, shot in the back, jeep, countryside, strangulation, arson, faked death, cyanide pill, attempted seduction, broken engagement, suicide pill, face slap, secret, lie, father son relationship, farm, farmer, attraction, happiness, crush, library, greeting card, secret admirer, home invasion, anger, tough guy, prison, prison cell, escape from prison, funeral pyre, last rites, throwing a stone at a car, shooting into a crowd, biting someone's hand, love letter, explosion, ambush, hand grenade, binoculars, palace, new identity, general, surrounded by police, holding one's hand over someone's mouth, capture, cruelty, army outpost, singing, held at gunpoint, shot in the leg, stabbed to death, slow motion scene, impaled on tree branch, police station, blood, shootout, unrequited love, song, guitar, rescue, chase, walkie talkie, false accusation, frame up, television news, video camera, shot to death, murder, machine gun, on the run, exhaustion, mexican standoff, mother son relationship, hospital, indo pak border, snowmobile, attack, land mine, double cross, betrayal, hijacked bus, bus, obese girl, flashback, major, hideout, snow, catch phrase, corrupt cop, corrupt minister, indian flag, patriot, terrorism, title spoken by character, ",A patriotic young man turns into a terrorist to avenge his father's humiliation.
909,It's a Wonderful Afterlife (2010),tt1319716,26 January 2010,"Comedy, Drama, Fantasy",5.4,1.5K,"Sanjeev Bhaskar, Steve Morphew, Steve Jones, Jamie Sives, Sendhil Ramamurthy, Mark Addy, Shabana Azmi, Goldy Notay, Sacha Shilov, Teghvir Gujral, Harry Rance, Ray Panthaki, Jack Gordon, Shaheen Khan, Lalita Ahmed, Saraj Chaudhry, Adlyn Ross, Ash Varrez, Zoë Wanamaker, Sally Hawkins, Don Warrington, Jimi Mistry, Sanjeev Kohli, Hardeep Singh Kohli, Martin Healey, Amar Chadha-Patel, Michael Tarat, Amit Shah, Harvey Virdi, Madhav Sharma, Ace Bhatti, Preeya Kalidas, Christopher Simpson, Mo Sesay, Toby, Pepper, Britain, Greg Bennett, Catherine Balavage, Kumiko Kaur Chadha Berges, Ronak Singh Chadha Berges, John Edward, Tashie Jackson, Sahil Kumar, Garry Marriott, Nikita Mistry, Shane Nolan, Dennis Santucci, Atul Sharma, Avinashi Sharma, Chris Wilson, ","murder, indian, police, f rated, overweight woman, afterlife, overweight, terminal illness, cancer, hospital, wedding reception, stabbed in the groin, title directed by female, accidental killing, garden shears, women's shelter, wearing a sound wire, wedding, police interrogation, marijuana, brother sister relationship, mother son relationship, single woman, speed dating, dog, cemetery, interracial friendship, rolling pin, dough, psychic, watching tv, ghost human relationship, ghost, talking to a ghost, serial killer, forced eating, skewer, loss of husband, seeing dead people, stabbed in the neck, disc jockey, curry, widow, police officer, police detective, police investigation, asian indian, british asian, london england, english, british, mother daughter relationship, england, claim in title, death of mother, ",A comedy centered on an Indian mother who takes her obsession with marriage into the world of serial murder.
910,Zubeidaa (2001),tt0255713,19 January 2001,"Biography, Drama, History",6.2,1.5K,"Karisma Kapoor, Rekha, Manoj Bajpayee, Rajit Kapoor, Surekha Sikri, Amrish Puri, Farida Jalal, Shakti Kapoor, Lillete Dubey, Ravi Jhankal, Smriti Mishra, S.M. Zaheer, Harish Patel, Seema Bhargava, Parzaan Dastur, Devendra Malhotra, Kiran Rathore, Raj Dedhia, Rahul Singh, Vinod Sharawat, Rajesh Divkar, Rambali, Gehna Singh, Mayank, ","muslim, indo pak partition, bigamy, muslim divorce, father daughter relationship, airplane accident, female protagonist, told in flashback, based on true story, one word title, hindu, actress, etiquette, 1940s, 1950s, patriarchy, mother daughter relationship, outburst, marriage proposal, royal customs, princess, death, islam, pregnancy, maharaja, funeral, dance director, forced marriage, golden cage, filmmaking, divorce, henna, film business, character name in title, ","Zubeidaa, an aspiring Muslim actress, marries a Sikh prince to become his second wife. Her tumultuous relationship with her husband, and her inner demons lead her to a decision which has fat... Read all"
911,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
912,Namak Haraam (1973),tt0070434,23 November 1973,Drama,7.3,1.6K,"Rajesh Khanna, Amitabh Bachchan, Simi Garewal, Rekha, Asrani, A.K. Hangal, Om Shivpuri, Manmohan, Durga Khote, Raza Murad, Jayshree T., Yogesh Chhabra, Darshan, Neelam, Lalita Kumari, Habiba Rehman, Kamaldeep, Manisha, Manju Asrani, Agha, Ajit, Harbans Darshan M. Arora, Husn Banu, Brahm Bhardwaj, Manohar Deepak, Jugnu, Raj Mata, Raj Mehra, Mirza Musharraf, Polson, ","union, slum, friend, friendship, death, holi, model ship, loyalty, beating, chivas regal, arrogance, apology, anger, insult, informant, undercover, framed photograph, labor union, poetic justice, dying man, self sacrifice, father son relationship, hit and run, run over by a truck, hit by a truck, truck, alcoholism, alcoholic, self destructiveness, flashback, drunkenness, socialism, social commentary, prison, poverty, poet, poetry, murder, loss of friend, labor strike, industrialist, friends falling out, false confession, factory, factory worker, factory owner, confession of crime, class differences, capitalist, capitalism, best friend, anti capitalism, death of friend, title spoken by character, surprise ending, ","Somnath (Somu) lives in a shanty house in a Delhi slum with his widowed mom, and unmarried sister, Sarla. He is friendly with Calcutta-based wealthy Vikram (Vicky) Maharaj. When Vicky's dad,... Read all"
913,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
914,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
915,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
916,Neal 'n' Nikki (2005),tt0470869,9 December 2005,"Comedy, Musical, Romance",3.2,1.5K,"Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan, Richa Pallod, Gaurav Gera, Kamini Khanna, Sushil Parashar, Sanaa Abdu Khazal, Zain Meghji, Garry Saran, Kristy McQuade, Samantha McLeod, Priya Sachdev, Alexandre Montez, Serinda Swan, Simmy Cheema, Pawan Chopra, Kanika Dang, Heather Johnson, Bill Dhaliwal, Atvinder Dhillon, Miker Sunner, Oliver Proudlock, Jerry Gill, Cameron Morris, Rick MacKay, Marie Penner, Rabiah Shaikh, Simone Grewal, Natasha Pekurel, Manraj Hothi, Sonia Wahlla, Sahar Biniaz, Carmelo Bottieri, Chander Mohan Khanna, ","character names as title, sex in a car, nicknames as title, three word title, indian sex comedy, love, kiss, mistaken sex scene, interrupted sex, arranged marriage, premarital sex, skinny dipping, bollywood, partial female nudity, cleavage, male female relationship, womanizer, virgin, virginity, vancouver british columbia canada, swimming pool, sikh, sexual promiscuity, sexual joke, sexual attraction, playboy, loss of virginity, lecher, bra, bikini, ",Take a joyride with Neal and Nikki as they travel all across Canada to find what they want most. And it's going to be quite a trip.
917,Sahib Bibi Aur Ghulam (1962),tt0056436,7 December 1962,"Drama, Musical",8.3,1.6K,"Meena Kumari, Guru Dutt, Rehman, Waheeda Rehman, Nasir Hussain, Dhumal, D.K. Sapru, Harindranath Chattopadhyay, Pratima Devi, Ranjit Kumari, S.N. Banerjee, Krishan Dhawan, Jawahar Kaul, Vikram Kapoor, Mukund Banerjee, Bimla Kumari, Minoo Mumtaz, Sheila Dalaya, ","self destructiveness, mistress, whip, invalid, illness, paralysis, falling down stairs, dysfunctional marriage, alcoholism, male female relationship, cat, tragedy, sindoor, leg wound, surveyor, devoted wife, pining, unearthed skeleton, crazy old man, neglectful husband, neglected wife, excavation, child marriage, courtesan, safe, reminiscence, disembodied voice, city country contrast, clerk, ruins, naivety, drinking, horse and carriage, star crossed lovers, camera shot of feet, injustice, alcoholic, husband wife relationship, death, satire, murder, manic laughter, mistress servant relationship, nostalgia, kolkata, wealth, shot in the leg, pigeon, grave, factory, piano, henchman, dance, bomb, poem, dancer, brawl, mansion, drunkenness, adultery, told in flashback, jealousy, rivalry, song, based on novel, ","A lowly servant, Bhognath gets close to the wife of his employer and narrates her story through his eyes and perspective."
918,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
